gene	tumor	value	sample
GPR98	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
OBSCN	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
PTEN	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
APOB	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
FRAS1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
SPTA1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
PIK3CA	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
HMCN1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
EGFR	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
Unknown	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
LRP2	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
PIK3R1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
RELN	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
USH2A	TCGA-28-5214-01A-01D-1486-08	1	GBM-28-5214
MUC16	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
NF1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
DNAH5	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
ATRX	TCGA-28-5214-01A-01D-1486-08	1	GBM-28-5214
FLG	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
PKHD1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
TTN	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
MUC17	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
IDH1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
TP53	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
AHNAK2	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
RB1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
SYNE1	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
RYR3	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
RYR2	TCGA-28-5214-01A-01D-1486-08	0	GBM-28-5214
PCLO	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
GPR98	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
OBSCN	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
PTEN	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
APOB	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
FRAS1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
SPTA1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
PIK3CA	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
HMCN1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
EGFR	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
Unknown	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
LRP2	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
PIK3R1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
RELN	TCGA-28-5220-01A-01D-1486-08	3	GBM-28-5220
USH2A	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
MUC16	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
NF1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
DNAH5	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
ATRX	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
FLG	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
PKHD1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
TTN	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
MUC17	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
IDH1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
TP53	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
AHNAK2	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
RB1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
SYNE1	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
RYR3	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
RYR2	TCGA-28-5220-01A-01D-1486-08	0	GBM-28-5220
PCLO	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
GPR98	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
OBSCN	TCGA-02-0055-01A-01D-1490-08	3	GBM-02-0055
PTEN	TCGA-02-0055-01A-01D-1490-08	3	GBM-02-0055
APOB	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
FRAS1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
SPTA1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
PIK3CA	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
HMCN1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
EGFR	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
Unknown	TCGA-02-0055-01A-01D-1490-08	1	GBM-02-0055
LRP2	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
PIK3R1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
RELN	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
USH2A	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
MUC16	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
NF1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
DNAH5	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
ATRX	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
FLG	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
PKHD1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
TTN	TCGA-02-0055-01A-01D-1490-08	3	GBM-02-0055
MUC17	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
IDH1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
TP53	TCGA-02-0055-01A-01D-1490-08	3	GBM-02-0055
AHNAK2	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
RB1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
SYNE1	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
RYR3	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
RYR2	TCGA-02-0055-01A-01D-1490-08	0	GBM-02-0055
PCLO	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
GPR98	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
OBSCN	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
PTEN	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
APOB	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
FRAS1	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
SPTA1	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
PIK3CA	TCGA-02-0033-01A-01D-1490-08	3	GBM-02-0033
HMCN1	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
EGFR	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
Unknown	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
LRP2	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
PIK3R1	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
RELN	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
USH2A	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
MUC16	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
NF1	TCGA-02-0033-01A-01D-1490-08	2	GBM-02-0033
DNAH5	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
ATRX	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
FLG	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
PKHD1	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
TTN	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
MUC17	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
IDH1	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
TP53	TCGA-02-0033-01A-01D-1490-08	3	GBM-02-0033
AHNAK2	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
RB1	TCGA-02-0033-01A-01D-1490-08	5	GBM-02-0033
SYNE1	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
RYR3	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
RYR2	TCGA-02-0033-01A-01D-1490-08	0	GBM-02-0033
PCLO	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
GPR98	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
OBSCN	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
PTEN	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
APOB	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
FRAS1	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
SPTA1	TCGA-06-0210-01B-01D-1491-08	5	GBM-06-0210
PIK3CA	TCGA-06-0210-01B-01D-1491-08	3	GBM-06-0210
HMCN1	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
EGFR	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
Unknown	TCGA-06-0210-01B-01D-1491-08	1	GBM-06-0210
LRP2	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
PIK3R1	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
RELN	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
USH2A	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
MUC16	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
NF1	TCGA-06-0210-01B-01D-1491-08	5	GBM-06-0210
DNAH5	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
ATRX	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
FLG	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
PKHD1	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
TTN	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
MUC17	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
IDH1	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
TP53	TCGA-06-0210-01B-01D-1491-08	3	GBM-06-0210
AHNAK2	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
RB1	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
SYNE1	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
RYR3	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
RYR2	TCGA-06-0210-01B-01D-1491-08	0	GBM-06-0210
PCLO	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
GPR98	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
OBSCN	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
PTEN	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
APOB	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
FRAS1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
SPTA1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
PIK3CA	TCGA-06-0879-01A-01D-1492-08	3	GBM-06-0879
HMCN1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
EGFR	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
Unknown	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
LRP2	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
PIK3R1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
RELN	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
USH2A	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
MUC16	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
NF1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
DNAH5	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
ATRX	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
FLG	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
PKHD1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
TTN	TCGA-06-0879-01A-01D-1492-08	3	GBM-06-0879
MUC17	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
IDH1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
TP53	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
AHNAK2	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
RB1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
SYNE1	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
RYR3	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
RYR2	TCGA-06-0879-01A-01D-1492-08	0	GBM-06-0879
PCLO	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
GPR98	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
OBSCN	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
PTEN	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
APOB	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
FRAS1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
SPTA1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
PIK3CA	TCGA-12-5301-01A-01D-1486-08	3	GBM-12-5301
HMCN1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
EGFR	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
Unknown	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
LRP2	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
PIK3R1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
RELN	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
USH2A	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
MUC16	TCGA-12-5301-01A-01D-1486-08	3	GBM-12-5301
NF1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
DNAH5	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
ATRX	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
FLG	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
PKHD1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
TTN	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
MUC17	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
IDH1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
TP53	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
AHNAK2	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
RB1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
SYNE1	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
RYR3	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
RYR2	TCGA-12-5301-01A-01D-1486-08	0	GBM-12-5301
PCLO	TCGA-26-5134-01A-01D-1486-08	3	GBM-26-5134
GPR98	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
OBSCN	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
PTEN	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
APOB	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
FRAS1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
SPTA1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
PIK3CA	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
HMCN1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
EGFR	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
Unknown	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
LRP2	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
PIK3R1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
RELN	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
USH2A	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
MUC16	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
NF1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
DNAH5	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
ATRX	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
FLG	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
PKHD1	TCGA-26-5134-01A-01D-1486-08	3	GBM-26-5134
TTN	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
MUC17	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
IDH1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
TP53	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
AHNAK2	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
RB1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
SYNE1	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
RYR3	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
RYR2	TCGA-26-5134-01A-01D-1486-08	0	GBM-26-5134
PCLO	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
GPR98	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
OBSCN	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
PTEN	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
APOB	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
FRAS1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
SPTA1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
PIK3CA	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
HMCN1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
EGFR	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
Unknown	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
LRP2	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
PIK3R1	TCGA-12-0688-01A-02D-1492-08	3	GBM-12-0688
RELN	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
USH2A	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
MUC16	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
NF1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
DNAH5	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
ATRX	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
FLG	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
PKHD1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
TTN	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
MUC17	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
IDH1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
TP53	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
AHNAK2	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
RB1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
SYNE1	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
RYR3	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
RYR2	TCGA-12-0688-01A-02D-1492-08	0	GBM-12-0688
PCLO	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
GPR98	TCGA-12-0821-01A-01D-1492-08	2	GBM-12-0821
OBSCN	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
PTEN	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
APOB	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
FRAS1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
SPTA1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
PIK3CA	TCGA-12-0821-01A-01D-1492-08	3	GBM-12-0821
HMCN1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
EGFR	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
Unknown	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
LRP2	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
PIK3R1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
RELN	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
USH2A	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
MUC16	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
NF1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
DNAH5	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
ATRX	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
FLG	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
PKHD1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
TTN	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
MUC17	TCGA-12-0821-01A-01D-1492-08	3	GBM-12-0821
IDH1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
TP53	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
AHNAK2	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
RB1	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
SYNE1	TCGA-12-0821-01A-01D-1492-08	3	GBM-12-0821
RYR3	TCGA-12-0821-01A-01D-1492-08	3	GBM-12-0821
RYR2	TCGA-12-0821-01A-01D-1492-08	0	GBM-12-0821
PCLO	TCGA-32-5222-01A-01D-1486-08	1	GBM-32-5222
GPR98	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
OBSCN	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
PTEN	TCGA-32-5222-01A-01D-1486-08	3	GBM-32-5222
APOB	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
FRAS1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
SPTA1	TCGA-32-5222-01A-01D-1486-08	3	GBM-32-5222
PIK3CA	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
HMCN1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
EGFR	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
Unknown	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
LRP2	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
PIK3R1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
RELN	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
USH2A	TCGA-32-5222-01A-01D-1486-08	3	GBM-32-5222
MUC16	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
NF1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
DNAH5	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
ATRX	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
FLG	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
PKHD1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
TTN	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
MUC17	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
IDH1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
TP53	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
AHNAK2	TCGA-32-5222-01A-01D-1486-08	3	GBM-32-5222
RB1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
SYNE1	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
RYR3	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
RYR2	TCGA-32-5222-01A-01D-1486-08	0	GBM-32-5222
PCLO	TCGA-28-5208-01A-01D-1486-08	3	GBM-28-5208
GPR98	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
OBSCN	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
PTEN	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
APOB	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
FRAS1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
SPTA1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
PIK3CA	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
HMCN1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
EGFR	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
Unknown	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
LRP2	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
PIK3R1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
RELN	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
USH2A	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
MUC16	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
NF1	TCGA-28-5208-01A-01D-1486-08	5	GBM-28-5208
DNAH5	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
ATRX	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
FLG	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
PKHD1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
TTN	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
MUC17	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
IDH1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
TP53	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
AHNAK2	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
RB1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
SYNE1	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
RYR3	TCGA-28-5208-01A-01D-1486-08	3	GBM-28-5208
RYR2	TCGA-28-5208-01A-01D-1486-08	0	GBM-28-5208
PCLO	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
GPR98	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
OBSCN	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
PTEN	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
APOB	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
FRAS1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
SPTA1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
PIK3CA	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
HMCN1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
EGFR	TCGA-02-0003-01A-01D-1490-08	3	GBM-02-0003
Unknown	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
LRP2	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
PIK3R1	TCGA-02-0003-01A-01D-1490-08	3	GBM-02-0003
RELN	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
USH2A	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
MUC16	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
